Source,Target,Type
44095,26370,Directed
44095,28737,Directed
44095,31887,Directed
44095,32350,Directed
44095,33374,Directed
44095,35346,Directed
44099,26615,Directed
44103,16931,Directed
44103,20971,Directed
44116,21204,Directed
44127,31770,Directed
44127,32911,Directed
44166,33653,Directed
44170,2434,Directed
44170,44170,Directed
44173,20453,Directed
44178,24609,Directed
44190,5118,Directed
44192,24222,Directed
44192,6865,Directed
44196,12071,Directed
44197,34644,Directed
44238,32015,Directed
44239,23579,Directed
44239,28075,Directed
44239,29355,Directed
44239,34042,Directed
44245,5248,Directed
44250,24976,Directed
44259,31197,Directed
44276,24859,Directed
44281,27562,Directed
44281,27969,Directed
44284,34919,Directed
44295,1768,Directed
44298,14531,Directed
44325,11931,Directed
44339,24794,Directed
44339,35488,Directed
44359,12581,Directed
44368,1116,Directed
44370,1182,Directed
44382,28770,Directed
44385,4902,Directed
44385,6485,Directed
44386,20778,Directed
44390,1462,Directed
44391,31197,Directed
44392,25002,Directed
44392,31625,Directed
44405,32608,Directed
44415,39195,Directed
44421,30100,Directed
44421,41091,Directed
44444,3365,Directed
44444,6743,Directed
44458,2651,Directed
44464,11009,Directed
44474,11800,Directed
44474,29410,Directed
44474,592,Directed
44474,2903,Directed
44474,34911,Directed
44482,21046,Directed
44498,17280,Directed
44498,188,Directed
44498,36209,Directed
44500,3200,Directed
44533,40828,Directed
44546,23182,Directed
44558,2121,Directed
44565,47523,Directed
47523,44565,Directed
44568,30501,Directed
44575,5503,Directed
44586,6671,Directed
44600,32985,Directed
44617,17425,Directed
44628,7603,Directed
44636,11800,Directed
44640,25461,Directed
44642,17253,Directed
44648,23899,Directed
44669,26332,Directed
44684,10899,Directed
44710,28678,Directed
44718,2772,Directed
44723,17614,Directed
44728,10153,Directed
44731,15997,Directed
44738,21816,Directed
44739,30283,Directed
44744,6449,Directed
44762,8300,Directed
44766,3526,Directed
44797,27376,Directed
44805,31437,Directed
44819,23455,Directed
44821,12125,Directed
44821,34115,Directed
44828,5890,Directed
44841,23917,Directed
44853,23350,Directed
44853,32016,Directed
44867,17650,Directed
44879,35637,Directed
44892,20969,Directed
44912,25300,Directed
44912,31043,Directed
44924,21217,Directed
44928,24903,Directed
44962,35939,Directed
44966,21896,Directed
44968,27367,Directed
44993,34016,Directed
45014,10396,Directed
45024,16205,Directed
45078,8300,Directed
45089,26221,Directed
45089,2664,Directed
45112,26594,Directed
45114,20375,Directed
45138,15460,Directed
45138,38218,Directed
45153,41982,Directed
45153,47643,Directed
45165,4137,Directed
45207,25275,Directed
45216,20655,Directed
45227,24250,Directed
45227,30408,Directed
45227,32613,Directed
45230,16197,Directed
45231,27268,Directed
45232,34302,Directed
45241,25300,Directed
45258,28298,Directed
45286,41780,Directed
45288,45288,Directed
45289,24562,Directed
45289,25514,Directed
45289,6776,Directed
45292,15460,Directed
45292,2121,Directed
45302,2121,Directed
45319,26504,Directed
45319,31133,Directed
45325,33781,Directed
45327,23241,Directed
45341,30239,Directed
45343,35903,Directed
45346,10153,Directed
45374,32081,Directed
45384,39683,Directed
45390,28504,Directed
45390,29736,Directed
45402,35476,Directed
45407,4268,Directed
45412,25777,Directed
45434,23028,Directed
45434,1205,Directed
45452,24934,Directed
45457,21144,Directed
45457,29444,Directed
45479,30487,Directed
45480,40246,Directed
45497,11130,Directed
45514,16216,Directed
45535,27034,Directed
45538,25285,Directed
45546,20997,Directed
45552,27247,Directed
45558,11315,Directed
45575,8300,Directed
45593,15976,Directed
45596,26732,Directed
45596,7016,Directed
45603,20485,Directed
45603,32411,Directed
45619,30059,Directed
45619,34760,Directed
45655,24082,Directed
45658,22273,Directed
45663,21592,Directed
45663,21985,Directed
45663,27471,Directed
45663,28609,Directed
45663,33694,Directed
45680,125,Directed
45680,2772,Directed
45682,25518,Directed
45683,34236,Directed
45700,35780,Directed
45709,37559,Directed
45720,13429,Directed
45720,26948,Directed
45725,35048,Directed
45726,30697,Directed
45746,29727,Directed
45760,45760,Directed
45770,481,Directed
45786,2767,Directed
45809,47934,Directed
45826,16418,Directed
45828,35476,Directed
45844,44736,Directed
45845,32350,Directed
45845,33374,Directed
45845,35346,Directed
45849,2072,Directed
45853,3108,Directed
45862,11155,Directed
45868,25300,Directed
45881,23662,Directed
45881,28108,Directed
45895,23897,Directed
45895,1884,Directed
45903,12655,Directed
45916,905,Directed
45916,35609,Directed
45919,35476,Directed
45919,35521,Directed
45924,21771,Directed
45926,15460,Directed
45930,29476,Directed
45954,20632,Directed
45959,13519,Directed
45983,26832,Directed
45999,27947,Directed
46013,38814,Directed
46013,46013,Directed
46023,30028,Directed
46041,21348,Directed
46041,7467,Directed
46046,14722,Directed
46053,1768,Directed
46074,46020,Directed
46076,20255,Directed
46076,962,Directed
46076,1263,Directed
46076,8365,Directed
46078,28700,Directed
46078,2336,Directed
46089,11207,Directed
46098,2785,Directed
46114,14249,Directed
46136,21600,Directed
46150,24778,Directed
46150,31992,Directed
46170,4268,Directed
46171,9727,Directed
46172,12695,Directed
46179,45683,Directed
46181,29910,Directed
46186,21309,Directed
46186,1721,Directed
46206,46206,Directed
46208,32566,Directed
46208,4210,Directed
46212,31704,Directed
46221,29332,Directed
46223,17804,Directed
46232,33086,Directed
46253,40844,Directed
46266,16242,Directed
46266,22004,Directed
46266,27945,Directed
46266,31715,Directed
46266,32263,Directed
46266,34021,Directed
46266,35205,Directed
46266,42043,Directed
46307,46574,Directed
46574,46307,Directed
46315,33093,Directed
46315,35224,Directed
46316,21012,Directed
46326,46219,Directed
46332,35521,Directed
46347,24599,Directed
46353,48384,Directed
48384,46353,Directed
46354,13502,Directed
46354,25868,Directed
46354,7268,Directed
46366,4645,Directed
46388,37968,Directed
46388,43703,Directed
46390,35903,Directed
46420,15460,Directed
46432,11396,Directed
46439,7291,Directed
46450,28040,Directed
46455,8300,Directed
46489,2772,Directed
46491,25427,Directed
46499,1887,Directed
46506,8300,Directed
46507,21345,Directed
46507,30052,Directed
46510,22950,Directed
46510,31223,Directed
46527,31374,Directed
46527,48143,Directed
48143,23437,Directed
46531,21169,Directed
46567,25582,Directed
46575,29385,Directed
46585,35521,Directed
46595,2058,Directed
46610,11800,Directed
46617,13992,Directed
46622,22955,Directed
46622,3493,Directed
46622,9351,Directed
46642,38864,Directed
46653,33131,Directed
46656,17526,Directed
46669,29598,Directed
46695,17304,Directed
46702,32222,Directed
46712,30778,Directed
46740,14708,Directed
46740,17043,Directed
46758,12945,Directed
46758,1761,Directed
46764,11899,Directed
46775,15090,Directed
46778,25359,Directed
46787,4034,Directed
46787,46787,Directed
46805,32669,Directed
46811,26388,Directed
46819,8300,Directed
46820,9301,Directed
46823,13519,Directed
46825,23995,Directed
46831,34133,Directed
46831,46831,Directed
46833,26994,Directed
46867,16610,Directed
46867,31704,Directed
46879,2348,Directed
46908,33781,Directed
46926,12970,Directed
46941,38580,Directed
46967,35522,Directed
46967,47541,Directed
46980,1462,Directed
46985,29349,Directed
46997,17988,Directed
46998,15809,Directed
47003,10725,Directed
47003,20371,Directed
47014,12885,Directed
47037,40913,Directed
47049,22354,Directed
47063,6901,Directed
47067,3003,Directed
47095,7289,Directed
47097,33682,Directed
47148,48193,Directed
47168,2808,Directed
47186,1768,Directed
47189,9945,Directed
47196,47057,Directed
47199,31887,Directed
47199,32346,Directed
47199,8300,Directed
47202,29562,Directed
47202,33795,Directed
47217,10322,Directed
47217,12125,Directed
47246,25514,Directed
47253,15460,Directed
47253,4645,Directed
47277,26130,Directed
47278,48064,Directed
47278,49410,Directed
48064,47278,Directed
47300,1721,Directed
47321,4210,Directed
47340,13519,Directed
47341,1462,Directed
47344,4079,Directed
47409,21140,Directed
47409,25300,Directed
47432,34407,Directed
47453,15460,Directed
47461,13089,Directed
47470,8300,Directed
47470,47829,Directed
47472,44834,Directed
47476,20803,Directed
47482,12299,Directed
47484,21600,Directed
47484,9579,Directed
47489,20353,Directed
47489,21892,Directed
47489,23109,Directed
47489,27193,Directed
47489,27805,Directed
47489,30077,Directed
47505,34837,Directed
47505,36359,Directed
47505,40490,Directed
47517,29894,Directed
47518,20231,Directed
47518,24824,Directed
47550,14267,Directed
47552,40923,Directed
47552,41262,Directed
47559,1188,Directed
47576,21078,Directed
47576,26918,Directed
47582,4507,Directed
47583,4645,Directed
47613,27605,Directed
47617,20659,Directed
47619,21400,Directed
47619,31770,Directed
47640,20469,Directed
47648,23390,Directed
47665,28667,Directed
47699,21579,Directed
47699,27945,Directed
47703,8300,Directed
47719,22089,Directed
47723,25621,Directed
47740,5211,Directed
47742,30921,Directed
47743,22668,Directed
47773,6589,Directed
47781,3368,Directed
47803,38358,Directed
47803,39021,Directed
47803,39406,Directed
47803,40828,Directed
47803,45427,Directed
47803,49275,Directed
47827,923,Directed
47839,15208,Directed
47850,31162,Directed
47859,22273,Directed
47865,33131,Directed
47865,36352,Directed
47889,10625,Directed
47893,30498,Directed
47898,3270,Directed
47920,29408,Directed
47935,9877,Directed
47935,34842,Directed
47940,27383,Directed
47941,21471,Directed
47941,8300,Directed
47941,36617,Directed
47973,29758,Directed
47977,30918,Directed
47983,31942,Directed
47991,27008,Directed
48002,24377,Directed
48007,25208,Directed
48018,22414,Directed
48018,30869,Directed
48031,17988,Directed
48037,30819,Directed
48040,7213,Directed
48046,27801,Directed
48056,12052,Directed
48063,29044,Directed
48072,33939,Directed
48072,34021,Directed
48081,12831,Directed
48126,24127,Directed
48126,8300,Directed
48151,13519,Directed
48166,37499,Directed
48166,37968,Directed
48166,39473,Directed
48166,43703,Directed
48166,47932,Directed
48181,2019,Directed
48190,41013,Directed
48190,43977,Directed
48190,44140,Directed
48190,44867,Directed
48190,45388,Directed
48190,46186,Directed
48190,47854,Directed
48190,49478,Directed
48197,35331,Directed
48197,48197,Directed
48200,42330,Directed
48209,37548,Directed
48223,26715,Directed
48223,28031,Directed
48228,40108,Directed
48228,41346,Directed
48228,42156,Directed
48228,43614,Directed
48228,48161,Directed
48230,2785,Directed
48233,11176,Directed
48233,4991,Directed
48234,23005,Directed
48243,22972,Directed
48243,26686,Directed
48244,14729,Directed
48256,45449,Directed
48256,47364,Directed
48263,32137,Directed
48263,35349,Directed
48288,10336,Directed
48288,12199,Directed
48288,34566,Directed
48311,16269,Directed
48311,6691,Directed
48316,41732,Directed
48331,20231,Directed
48331,22190,Directed
48331,24920,Directed
48331,25852,Directed
48331,26335,Directed
48386,26128,Directed
48386,30571,Directed
48388,29085,Directed
48389,29679,Directed
48390,16541,Directed
48399,9331,Directed
48422,8300,Directed
48444,10535,Directed
48464,37908,Directed
48496,7213,Directed
48496,7304,Directed
48513,26528,Directed
48513,32719,Directed
48530,20603,Directed
48530,8300,Directed
48544,29332,Directed
48545,34654,Directed
48552,8300,Directed
48554,27973,Directed
48566,8300,Directed
48587,16227,Directed
48587,1939,Directed
48604,17448,Directed
48613,8300,Directed
48622,30997,Directed
48633,27795,Directed
48645,12896,Directed
48645,2375,Directed
48659,38576,Directed
48662,35968,Directed
48665,12453,Directed
48670,20267,Directed
48670,35521,Directed
48680,26171,Directed
48680,44944,Directed
48685,21545,Directed
48685,21584,Directed
48685,31851,Directed
48685,35573,Directed
48685,42076,Directed
48697,3731,Directed
48697,4902,Directed
48697,6485,Directed
48703,34424,Directed
48721,8682,Directed
48750,39311,Directed
48767,13716,Directed
48776,47716,Directed
48799,12199,Directed
48806,35042,Directed
48838,22465,Directed
48838,27945,Directed
48838,33437,Directed
48838,33712,Directed
48838,34021,Directed
48841,23005,Directed
48860,30030,Directed
48860,31632,Directed
48886,10440,Directed
48904,20992,Directed
48912,23635,Directed
48926,30545,Directed
48930,21600,Directed
48930,30317,Directed
48944,30073,Directed
48965,12293,Directed
48983,26430,Directed
48999,17455,Directed
49035,48307,Directed
49036,24528,Directed
49036,29787,Directed
49040,12722,Directed
49040,16852,Directed
49073,9965,Directed
49090,13756,Directed
49090,3585,Directed
49091,34437,Directed
49098,8550,Directed
49099,23464,Directed
49099,32081,Directed
49154,8440,Directed
49177,24279,Directed
49182,25278,Directed
49182,33123,Directed
49191,20655,Directed
49191,34453,Directed
49192,2121,Directed
49196,34453,Directed
49216,30109,Directed
49217,28588,Directed
49224,2019,Directed
49241,33130,Directed
49244,12405,Directed
49253,21784,Directed
49253,33284,Directed
49259,28438,Directed
49271,10986,Directed
49271,23081,Directed
49289,22177,Directed
49328,30382,Directed
49334,27919,Directed
49337,23182,Directed
49337,6743,Directed
49338,7793,Directed
49347,29825,Directed
49349,30761,Directed
49361,40325,Directed
49363,47606,Directed
49369,14616,Directed
49379,5362,Directed
49412,9379,Directed
49419,15102,Directed
49449,33344,Directed
49450,23635,Directed
49450,23992,Directed
49450,4186,Directed
49450,35780,Directed
49450,48197,Directed
49466,4584,Directed
49476,7142,Directed
49486,3267,Directed
49493,7365,Directed
49509,49509,Directed
49537,23055,Directed
49547,30993,Directed
49550,35521,Directed
49587,16931,Directed
49592,35841,Directed
49598,28042,Directed
49602,8440,Directed
49665,30040,Directed
49669,23481,Directed
49725,2772,Directed
49750,27675,Directed
49763,20221,Directed
49776,4665,Directed
49792,2772,Directed
49794,20231,Directed
49795,25033,Directed
49823,43965,Directed
49824,3538,Directed
49848,31022,Directed
49848,32585,Directed
49852,24373,Directed
49855,24011,Directed
49868,7603,Directed
49876,4805,Directed
49887,13856,Directed
49887,5118,Directed
49887,6579,Directed
49905,2019,Directed
49927,43157,Directed
49942,28286,Directed
49946,16295,Directed
49955,20325,Directed
49958,47471,Directed
49963,13519,Directed
49964,35224,Directed
